,0
2297,'m
2298,Thank
2299,sir
2300,How
2301,fun
2302,Thanks
2303,cominghttps
2304,Awesome
2305,love
2306,yahttps
2307,If
2308,ever
2309,saw
2310,paid
2311,crowd
2312,clap
2313,attend
2314,person
2315,online
2316,last
2317,night
2318,right
2319,along
2320,dozen
2321,body
2322,guards
2323,Dog
2324,pony
2325,show
2326,From
2327,debates
2328,Forums
2329,never
2330,get
2331,Tax
2332,Tax
2333,give
2334,breaks
2335,big
2336,guys
2337,Let
2338,fight
2339,real
2340,problems
2341,whole
2342,State
2343,people
2344,need
2345,help
2346,education
2347,real
2348,people
2349,need
2350,excel
2351,need
2352,Thank
2353,mam
2354,All
2355,care
2356,corporate
2357,jobs
2358,never
2359,understand
2360,underlying
2361,problem
2362,rest
2363,Oklahoma
2364,people
2365,really
2366,live
2367,pay
2368,bills
2369,let
2370,raise
2371,taxes
2372,answer
2373,every
2374,problem
2375,FixThisShit
2376,Thank
2377,mehttps
2378,Awesome
2379,debate
2380,Thanks
2381,support
2382,love
2383,people
2384,Oklahoma
2385,let
2386,fixthisshit
2387,Me
2388,need
2389,tax
2390,payer
2391,one.https
2392,A
2393,pics
2394,tonight
2395,FOIoklahoma
2396,gubernatorial
2397,debate
2398,It
2399,gets
2400,underway
2401,5
2402,pm
2403,FOIOKdebate
2404,–
2405,Nigh
2406,University
2407,Center
2408,FOIOKDebate
2409,end
2410,nears
2411,calling
2412,joe_exotic
2413,winner
2414,laugh
2415,lines
2416,including
2417,“
2418,got
2419,long
2420,hair
2421,smoke
2422,pot
2423,”
2424,calling
2425,city
2426,council
2427,members
2428,“
2429,baby
2430,politicians
2431,”
2432,Tonight
2433,ask
2434,questions
2435,via
2436,Twitter
2437,facebook
2438,debate
2439,5pm
2440,Live
2441,stream
2442,http
2443,FOIoklahoma
2444,Oklahoma
2445,Governor
2446,Joe
2447,Exotic
2448,Picnics
2449,Striped
2450,Horse.https
2451,When
2452,love
2453,respect
2454,works
2455,ways
2456,Let
2457,Make
2458,Oklahoma
2459,Awesome
2460,Come
2461,See
2462,Me
2463,Tonight
2464,A
2465,real
2466,debate
2467,real
2468,questions
2469,FOI-OK
2470,Gubernatorial
2471,Debate
2472,Open
2473,Government
2474,The
2475,First
2476,Amendment
2477,5-7
2478,p.m.
2479,Saturday
2480,April
2481,28
2482,Constitution
2483,Hall
2484,Nigh
2485,University
2486,Center
2487,University
2488,Central
2489,Oklahoma
2490,100
2491,N.
2492,University
2493,Dr.
2494,Edmond
2495,OK
2496,73034
2497,Again
2498,Lobbyist
2499,Lawyers
2500,They
2501,banned
2502,holding
2503,political
2504,office
2505,Its
2506,moneyhttps
2507,Thank
2508,Sir
2509,Only
2510,Oklahomahttp
2511,refresh
2512,Heading
2513,home
2514,TX
2515,new
2516,kid
2517,Bug
2518,debate
2519,Saturday
2520,night
2521,UCO
2522,See
2523,ya
2524,Hello
2525,Oklahoma
2526,Our
2527,current
2528,politicians
2529,All
2530,You
2531,would
2532,think
2533,would
2534,wanting
2535,votes
2536,dividing
2537,State
2538,election
2539,fixthisshit
2540,800
2541,mil
2542,budget
2543,waste
2544,time
2545,onhttps
2546,Love
2547,Meganhttps
2548,got
2549,backhttps
2550,Bet
2551,Joe
2552,Exotic
2553,apparently
2554,oblivious
2555,Kevin
2556,Stitt
2557,OSU
2558,gang
2559,love
2560,Count
2561,ithttps
2562,But
2563,cant
2564,pitbullhttp
2565,We
2566,heard.https
2567,thank
2568,enough
2569,overwhelming
2570,support
2571,let
2572,Stillwater
2573,blessed
2574,dayhttps
2575,know
2576,gon
2577,na
2578,5:30
2579,The
2580,Hollywood
2581,Weekly
2582,Magazine
2583,Just
2584,Came
2585,Out
2586,Be
2587,square
2588,fixthisshithttps
2589,OSU
2590,People
2591,Stillwater
2592,Tonight
2593,5.30
2594,7.30
2595,OSU
2596,Student
2597,Union
2598,Theater
2599,203
2600,form
2601,Come
2602,get
2603,yard
2604,signs
2605,rolling
2606,papers
2607,listen
2608,form
2609,lets
2610,fixthisshit
2611,Will
2612,video
2613,tomorrow
2614,up.https
2615,Seth
2616,provide
2617,free
2618,hats
2619,Seth
2620,provide
2621,free
2622,hats
2623,Lol
2624,Purcell
2625,Is
2626,CalebGotKicks
2627,see
2628,Cool
2629,Thank
2630,My
2631,OU
2632,crew
2633,OU
2634,says
2635,vote
2636,Joe
2637,Exotic
2638,Yeshttps
2639,OU
2640,supporters
2641,sure
2642,come
2643,get
2644,yard
2645,signs
2646,tonight
2647,debate
2648,Norman
2649,student
2650,union
2651,7pm
2652,9pm
2653,Headed
2654,Fox
2655,26
2656,interview
2657,one
2658,philsnews
2659,So
2660,effort
2661,still
2662,get
2663,5
2664,day
2665,school
2666,days
2667,classroom
2668,supplies
2669,DOC
2670,got
2671,1/2
2672,Billion
2673,165
2674,mil
2675,Dept
2676,Trans
2677,fixthisshit
2678,Still
2679,waiting
2680,see
2681,passes
2682,TONIGHT
2683,pick
2684,yard
2685,signs
2686,location
2687,debate
2688,7pm
2689,Scholars
2690,Room
2691,Memorial
2692,Union
2693,Come
2694,let
2695,voice
2696,heard
2697,See
2698,ya
2699,So
2700,USDA
2701,spends
2702,5mil
2703,buy
2704,land
2705,built
2706,building
2707,Paul
2708,valley
2709,OK
2710,uses
2711,6mo
2712,Now
2713,empty
2714,sale
2715,Why
2716,make
2717,free
2718,drug
2719,birth
2720,cntr
2721,clinic
2722,help
2723,Did
2724,know
2725,Oklahoma
2726,one
2727,prison
2728,man
2729,convicted
2730,2008
2731,3
2732,life
2733,sentences
2734,murder
2735,WE
2736,TAXPAYERS
2737,paying
2738,sex
2739,change
2740,private
2741,cell
2742,fixthisshit
2743,owe
2744,$
2745,40
2746,back
2747,taxes
2748,take
2749,license
2750,away
2751,work
2752,You
2753,better
2754,vote
2755,yes
2756,SQ788
2757,cause
2758,got
2759,first
2760,load
2761,soil
2762,start
2763,growing
2764,Joe
2765,Exotic
2766,herb
2767,min
2768,say
2769,You
2770,guys
2771,crack
2772,TheLostOglehttps
2773,more-78906
2774,You
2775,come
2776,listen
2777,Pick
2778,yard
2779,signs
2780,therehttps
2781,Mick
2782,Cornett
2783,video
2784,last
2785,form
2786,admitting
2787,paid
2788,lobbyist
2789,100k
2790,City
2791,OKC
2792,influence
2793,politicians
2794,Capitol
2795,Ban
2796,Lobbyist
2797,use
2798,money
2799,build
2800,tiny
2801,houses
2802,homeless
2803,vets
2804,Make
2805,politicians
2806,honest
2807,thank
2808,youhttps
2809,Get
2810,Joe_exotic
2811,FYI
2812,everyone
2813,Joe
2814,Exotic
2815,NOT
2816,cutting
2817,hair
2818,gets
2819,elected
2820,governor
2821,appear
2822,discussion.https
2823,Get
2824,ass
2825,We
2826,banning
2827,lobbyists
2828,vetoing
2829,Bill
2830,personal
2831,rights
2832,n
2833,freedoms
2834,fixthisshithttps
2835,Trust
2836,'m
2837,one
2838,count
2839,staying
2840,true
2841,wordhttps
2842,NOT
2843,GOING
2844,TO
2845,HAPPEN
2846,hell
2847,hair
2848,got
2849,anything
2850,would
2851,represent
2852,half
2853,3.5
2854,mil
2855,people
2856,long
2857,hair
2858,beards
2859,would
2860,make
2861,honest
2862,hypocrite
2863,All
2864,OU
2865,supporters
2866,miss
2867,You
2868,gon
2869,na
2870,pull
2871,hair
2872,onehttps
2873,Could
2874,imagine
2875,Mansion
2876,instead
2877,Mary
2878,Fallin
2879,daughters
2880,trailer
2881,house
2882,lol
2883,Love
2884,ya
2885,back
2886,Yes
2887,loved
2888,baby
2889,tigers
2890,Very
2891,sad
2892,died
2893,plane
2894,crash
2895,Proves
2896,live
2897,today
2898,today
2899,expel
2900,BS
2901,hatred
2902,life
2903,life
2904,short
2905,Thank
2906,helping
2907,build
2908,nursery
2909,memory.https
2910,At
2911,Footloose
2912,Festival
2913,today
2914,Gym
2915,If
2916,live
2917,close
2918,Elmore
2919,City
2920,come
2921,get
2922,yard
2923,sign
2924,let
2925,fixthisshit
2926,Lots
2927,new
2928,voters
2929,year
2930,Going
2931,interesting
2932,Shit
2933,would
2934,nice
2935,LOL
2936,Maybe
2937,like
2938,Trump
2939,build
2940,big
2941,ass
2942,wall
2943,keep
2944,clouds
2945,Texas
2946,side
2947,boarder
2948,weekends
2949,make
2950,Texas
2951,pay
2952,Rain
2953,good
2954,always
2955,weekend
2956,No
2957,shot
2958,fixthisshithttps
2959,You
2960,wonder
2961,kids
2962,taught
2963,closed-minded
2964,school
2965,How
2966,far
2967,special
2968,interest
2969,groups
2970,enforce
2971,agendas
2972,This
2973,State
2974,test
2975,Tulsa
2976,3rd
2977,grader
2978,forced
2979,take
2980,What
2981,teaching
2982,anything
2983,agendas
2984,wonder
2985,whats
2986,And
2987,wonder
2988,nothing
2989,gets
2990,done
2991,Lite
2992,one
2993,No
2994,incase
2995,encounter
2996,animal
2997,rights
2998,groups
2999,It
3000,would
3001,weed
3002,crooks
3003,huh
3004,They
3005,know
3006,'re
3007,fake
3008,cold
3009,heart
3010,Let
3011,debate
3012,cage
3013,see
3014,trust
3015,Thank
3016,let
3017,This
3018,election
3019,remember
3020,vote
3021,serve
3022,people
3023,ones
3024,bosses
3025,elected
3026,elected
3027,intended
3028,bosses
3029,Vote
3030,smart
3031,fixthisshit
3032,debate
3033,``
3034,Form
3035,``
3036,Simmons
3037,Center
3038,today
3039,5.30-7.30
3040,live
3041,Duncan
3042,come
3043,see
3044,fireworks
3045,pick
3046,yard
3047,sign
3048,Thank
3049,sirhttps
3050,Your
3051,children
3052,sent
3053,home
3054,Standardized
3055,test
3056,school
3057,nothing
3058,agenda
3059,call
3060,Bullshit
3061,State
3062,Education
3063,System
3064,needs
3065,answer
3066,children
3067,joe_exotic
3068,busthttps
3069,Your
3070,children
3071,sent
3072,home
3073,Standardized
3074,test
3075,school
3076,nothing
3077,agenda
3078,call
3079,Bullshit
3080,State
3081,Education
3082,System
3083,needs
3084,answer
3085,children
3086,Your
3087,children
3088,sent
3089,home
3090,Standardized
3091,test
3092,school
3093,nothing
3094,agenda
3095,call
3096,Bullshit
3097,State
3098,Education
3099,System
3100,needs
3101,answer
3102,story_fbid=2095729597121516
3103,id=580813935279764
3104,Your
3105,children
3106,sent
3107,home
3108,Standardized
3109,test
3110,school
3111,nothing
3112,agenda
3113,call
3114,Bullshit
3115,State
3116,Education
3117,System
3118,needs
3119,answer
3120,story_fbid=1765398026852697
3121,id=506410132751499
3122,damn
3123,straighthttps
3124,Where
3125,Rolling
3126,Paper
3127,voters
3128,Go
3129,show
3130,election
3131,day
3132,going
3133,work
3134,GO
3135,VOTE
3136,ON
3137,THIS
3138,POLLhttps
3139,Oh
3140,hell
3141,another
3142,online
3143,poll
3144,Go
3145,vote
3146,folkshttps
3147,JenniWil48
3148,need
3149,move
3150,Oklahoma
3151,No
3152,doubthttps
3153,Come
3154,watch
3155,bad
3156,liehttps
3157,My
3158,Governor
3159,name
3160,Joe
3161,Maldanado-Passage
3162,Not
3163,sure
3164,talking
3165,fixthisshit
3166,would
3167,rather
3168,speak
3169,people
3170,people
3171,It
3172,time
3173,heard
3174,talking
3175,instead
3176,talked
3177,like
3178,Government
3179,children
3180,They
3181,want
3182,Government
3183,aid
3184,make
3185,illegal
3186,live
3187,grid
3188,take
3189,care
3190,fixthisshit
3191,Had
3192,great
3193,interview
3194,morning
3195,Political
3196,T
3197,T
3198,Let
3199,take
3200,rights
3201,back
3202,fixthisshit
3203,'d
3204,rather
3205,condoms
3206,Kids
3207,sex
3208,It
3209,always
3210,way
3211,We
3212,one
3213,highest
3214,teen
3215,pregnancy
3216,rate
3217,country
3218,We
3219,need
3220,stop
3221,prudish
3222,open
3223,eyes
3224,Their
3225,worried
3226,got
3227,outright
3228,slander
3229,It
3230,rolling
3231,papers
3232,handed
3233,condoms
3234,Are
3235,want
3236,office
3237,Lying
3238,Thank
3239,youhttps
3240,Found
3241,new
3242,cover
3243,photohttps
3244,Thank
3245,Rob
3246,Billboards
3247,To
3248,love
3249,love
3250,Even
3251,With
3252,bullshit
3253,world
3254,today
3255,POTUS
3256,could
3257,come
3258,today
3259,sign
3260,bill
3261,allowing
3262,mother
3263,grizzly
3264,bears
3265,mother
3266,wolves
3267,shot
3268,cubs
3269,Get
3270,ass
3271,Mr.
3272,get
3273,HR2603
3274,passed
3275,signed
3276,save
3277,1
3278,billion
3279,fbid=949128065255997
3280,set=a.105480966287382.12647.100004764370656
3281,type=3
3282,fbid=949128065255997
3283,set=a.105480966287382.12647.100004764370656
3284,type=3
3285,story_fbid=2093484360679373
3286,id=580813935279764
3287,fbid=949128065255997
3288,set=a.105480966287382.12647.100004764370656
3289,type=3
3290,story_fbid=1763638227028677
3291,id=506410132751499
3292,Boom
3293,fbid=949128065255997
3294,set=a.105480966287382.12647.100004764370656
3295,type=3
3296,You
3297,go
3298,read
3299,whole
3300,thing
3301,online
3302,Boom
3303,fbid=949128065255997
3304,set=a.105480966287382.12647.100004764370656
3305,type=3
3306,You
3307,go
3308,read
3309,whole
3310,thing
3311,online
3312,'m
3313,worried
3314,lootershttps
3315,To
3316,become
3317,Governor
3318,Oklahoma
3319,support
3320,rights
3321,everyone
3322,Even
3323,assholes
3324,Because
3325,become
3326,Governor
3327,enjoy
3328,life
3329,freedom
3330,much
3331,wo
3332,need
3333,asshole
3334,hate
3335,life
3336,longer
3337,Be
3338,sure
3339,check
3340,new
3341,site
3342,http
3343,start
3344,shows
3345,back
3346,soon
3347,http
3348,If
3349,Russia
3350,strikes
3351,invades
3352,U.S.
3353,Anti
3354,Gun
3355,Ownership
3356,people
3357,ready
3358,stand
3359,front
3360,line
3361,throw
3362,rocks
3363,back
3364,AR15
3365,OOOH
3366,weather
3367,sucks
3368,ass
3369,want
3370,get
3371,Maybe
3372,Wednesday
3373,huh
3374,Spent
3375,day
3376,yesterday
3377,talking
3378,folks
3379,pretty
3380,impressive
3381,many
3382,Republicans
3383,Democrats
3384,say
3385,voting
3386,General
3387,Election
3388,So
3389,lets
3390,win
3391,Primaries
3392,MaryFallin
3393,done
3394,terrible
3395,job
3396,governor
3397,WAIT
3398,joe_exotic
3399,takes
3400,place
3401,Not
3402,sure
3403,bots
3404,parody
3405,accounts
3406,came
3407,blocking
3408,trashing
3409,news
3410,feed
3411,Go
3412,play
3413,elsewhere
3414,You
3415,made
3416,inside
3417,months
3418,Hollywood
3419,Weekly
3420,Magazine
3421,How
3422,cool
3423,My
3424,speech
3425,yesterday
3426,Duncan
3427,SQ788
3428,The
3429,cover
3430,national
3431,magazine
3432,sent
3433,every
3434,Let
3435,see
3436,likes
3437,comments
3438,people
3439,wanting
3440,fixthisshit
3441,Shake
3442,story_fbid=947582345410569
3443,id=100004764370656
3444,When
3445,one
3446,shows
3447,Hey
3448,transitioned
3449,anarchism
3450,left-libertarian
3451,minarchism
3452,support
3453,rule
3454,Exotic.https
3455,This
3456,dude
3457,best
3458,campaign
3459,ad
3460,2016
3461,presidential
3462,election.https
3463,Yard
3464,signs
3465,ya
3466,think
3467,Not
3468,sending
3469,middle
3470,May
3471,waste
3472,mailing
3473,post
3474,town
3475,pick
3476,If
3477,Duncan
3478,Area
3479,tomorrow
3480,main
3481,speaker
3482,Political
3483,corruption
3484,starts
3485,mini
3486,crooked
3487,politicians
3488,called
3489,City
3490,Council
3491,men
3492,women
3493,Then
3494,grow
3495,become
3496,crooked
3497,Senators
3498,Representatives
3499,Buck
3500,stops
3501,fixthisshit
3502,If
3503,change
3504,There
3505,might
3506,later
3507,``
3508,Joe
3509,Exotic
3510,``
3511,This
3512,would
3513,happening
3514,joe_exotic
3515,governor
3516,Just
3517,saying
3518,governor
3519,know
3520,needed
3521,Would
3522,stop
3523,charitable
3524,making
3525,everyone
3526,planet
3527,look
3528,bad
3529,Go
3530,joe
3531,Much
3532,love
3533,Not
3534,anymorehttps
3535,Had
3536,blast
3537,helping
3538,raise
3539,money
3540,disabled
3541,today
3542,wit
3543,Pi
3544,Kappa
3545,Spent
3546,time
3547,Pi
3548,Kappa
3549,Pups
3550,today
3551,raising
3552,money
3553,disabled
3554,people
3555,Thanks
3556,guys
3557,We
3558,need
3559,joe_exotic
3560,Thank
3561,youhttps
3562,Thank
3563,youhttps
3564,Total
3565,bullshit
3566,story_fbid=946548282180642
3567,id=100004764370656
3568,We
3569,got
3570,stop
3571,taking
3572,voice
3573,rights
3574,away
3575,We
3576,got
3577,stop
3578,taking
3579,voice
3580,rights
3581,away
3582,story_fbid=2087745337919942
3583,id=580813935279764
3584,We
3585,got
3586,stop
3587,taking
3588,voice
3589,rights
3590,away
3591,story_fbid=1758743384184828
3592,id=506410132751499
3593,Vote
3594,everyone
3595,voted
3596,yes
3597,Its
3598,never
3599,Now
3600,playing
3601,Enough
3602,said
3603,fbid=946449975523806
3604,set=a.105480966287382.12647.100004764370656
3605,type=3
3606,Ya
3607,OK
3608,4
3609,days
3610,lets
3611,spread
3612,real
3613,newshttps
3614,fixthisshit
3615,much
3616,else
3617,Do
3618,need
3619,say
3620,anymore
3621,Chicken
3622,Shit
3623,Firing
3624,300
3625,employees
3626,instead
3627,firing
3628,10
3629,Its
3630,official
3631,On
3632,ballot
3633,morning
3634,Joe
3635,exotic
3636,fir
3637,governor
3638,History
3639,made
3640,folks
3641,fixthisshit
3642,Anyone
3643,looking
3644,photography
3645,job
3646,Have
3647,2
3648,openings
3649,zoo
3650,Private
3651,message
3652,interested
3653,We
3654,together
3655,Funny
3656,come
3657,2.6
3658,million
3659,dollars
3660,security
3661,Capitol
3662,night
3663,ca
3664,pay
3665,teachers
3666,Where
3667,hiding
3668,Only
3669,Oklahoma
3670,drive
3671,deer
3672,The
3673,way
3674,ashamed
3675,anymore
3676,votejoeexotic
3677,fixthisshithttp
3678,The
3679,new
3680,wave
3681,Democrats
3682,Republicans
3683,love
3684,Get
3685,primaries
3686,ONE
3687,For
3688,people
3689,joe_exotic
3690,prezzzz
3691,3rd
3692,day
3693,Capitol
3694,paid
3695,protester
3696,Instead
3697,Arming
3698,Teachers
3699,Guns
3700,Why
3701,Not
3702,go
3703,Back
3704,Arming
3705,Parents
3706,Belts
3707,n
3708,Switches
3709,Worked
3710,Fine
3711,My
3712,Generation
3713,Some
3714,parents
3715,hate
3716,walkout
3717,babysit
3718,little
3719,monsters
3720,created
3721,manners
3722,back
3723,Capitol
3724,around
3725,1pm
3726,fixthisshit
3727,Screw
3728,gas
3729,tax
3730,ride
3731,horse
3732,pay
3733,teacher
3734,Having
3735,Mark
3736,Zukerberg
3737,testify
3738,committee
3739,received
3740,money
3741,facebook
3742,makes
3743,much
3744,sense
3745,gay
3746,man
3747,washing
3748,hands
3749,touches
3750,penis
3751,This
3752,wrong
3753,politicians
3754,85
3755,%
3756,House
3757,Committee
3758,“
3759,Questioning
3760,”
3761,Zuckerberg
3762,Next
3763,Week
3764,Has
3765,Been
3766,Given
3767,Money
3768,Facebookhttp
3769,New
3770,threat
3771,Fire
3772,someone
3773,smoking
3774,meth
3775,coming
3776,work
3777,tweaking
3778,works
3779,around
3780,tigers
3781,threaten
3782,discrimination
3783,suit
3784,firing
3785,everyone
3786,test
3787,positive
3788,weed
3789,Your
3790,thoughts
3791,WTF
3792,next
3793,Have
3794,ever
3795,met
3796,recourse
3797,parent
3798,try
3799,discipline
3800,child
3801,But
3802,teachers
3803,suppose
3804,babysit
3805,huh
3806,A
3807,legend
3808,When
3809,think
3810,life
3811,beating
3812,Deep
3813,breath
3814,Stand
3815,Say
3816,Fuck
3817,world
3818,charge
3819,life
3820,Go
3821,one
3822,day
3823,Thanks
3824,support
3825,Give
3826,Libertarian
3827,folks
3828,follow
3829,(
3830,Voluntarily
3831,course
3832,)
3833,FF
3834,JaredLord4Gov
3835,HorstforNC
3836,liamforliberty
3837,TommyBrownIII1
3838,braun4assembly
3839,PattyforLiberty
3840,LiberateDC2018
3841,JoeExotic
3842,Hogan4Congress
3843,WILibertyNews
3844,Layda2018
3845,walden4pa53
3846,wsh4idaho
3847,TxHopsfarmer
3848,That
3849,small
3850,fire
3851,Trump
3852,tower
3853,But
3854,hey
3855,still
3856,The
3857,teachers
3858,Capitol
3859,political
3860,Does
3861,politician
3862,wearing
3863,suit
3864,make
3865,honest
3866,make
3867,think
3868,wear
3869,suits
3870,refuse
3871,wear
3872,one
3873,would
3874,make
3875,fake
3876,real
3877,person
3878,impress
3879,Talk
3880,teacher
3881,walkout
3882,live
3883,Joe
3884,Exotic
3885,http
3886,http
3887,And
3888,fixthisshithttps
3889,Now
3890,time
3891,show
3892,others
3893,serious
3894,Ready
3895,hand
3896,Snow
3897,Earth
3898,Quakes
3899,time
3900,Only
3901,Oklahoma
3902,Refineries
3903,polluting
3904,air
3905,rivers
3906,Drillers
3907,sucking
3908,life
3909,us
3910,Why
3911,would
3912,subject
3913,new
3914,born
3915,child
3916,going
3917,happen
3918,30
3919,years
3920,``
3921,What
3922,like
3923,living
3924,Oklahoma
3925,``
3926,Well
3927,imagine
3928,'re
3929,sitting
3930,outside
3931,sunshine
3932,80
3933,degrees
3934,getting
3935,freeze
3936,warning
3937,phone
3938,ca
3939,read
3940,school
3941,enough
3942,money
3943,buy
3944,books
3945,The
3946,way
3947,fixthisshit
3948,vote
3949,lets
3950,start
3951,new
3952,Gon
3953,na
3954,say
3955,``
3956,The
3957,TigerKing
3958,``
3959,Vote
3960,Joe
3961,Exotic
3962,fixthisshit
3963,close
3964,mansion
3965,give
3966,money
3967,schools
3968,cut
3969,politicians
3970,pay
3971,10k
3972,per
3973,year
3974,give
3975,schools
3976,ai
3977,seen
3978,shit
3979,yet
3980,get
3981,folks
3982,April
3983,11th
3984,4-7pm
3985,Pi
3986,Kapp
3987,Pups
3988,event
3989,500
3990,Elmwood
3991,Dr
3992,Norman
3993,helping
3994,raise
3995,money
3996,mentally
3997,ill
3998,handicap
3999,folks
4000,100
4001,zoo
4002,passes
4003,worth
4004,55.00
4005,5.00
4006,donation
4007,cause
4008,offered
4009,come
4010,help
4011,great
4012,cause
4013,give
4014,100
4015,zoo
4016,passes
4017,worth
4018,55.00
4019,people
4020,donate
4021,$
4022,5.00
4023,cause
4024,day
4025,them.https
4026,Me-bob
4027,solute
4028,troops
4029,Me-staff
4030,member
4031,dump
4032,trash
4033,please
4034,Me-
4035,think
4036,job
4037,right
4038,You
4039,Bartender
4040,FallingRockTap
4041,Denver
4042,asks
4043,tell
4044,OKC
4045,He
4046,jokingly
4047,asks
4048,“
4049,teachers
4050,”
4051,He
4052,talks
4053,teachers
4054,Oklahoma
4055,everyone
4056,pulling
4057,Keep
4058,teachers
4059,Lolhttps
4060,They
4061,full
4062,shit
4063,fixthisshit
4064,They
4065,full
4066,shit
4067,fixthisshit
4068,story_fbid=1752646254794541
4069,id=506410132751499
4070,They
4071,full
4072,shit
4073,fixthisshit
4074,story_fbid=2080193442008465
4075,id=580813935279764
4076,New
4077,facebook
4078,cover
4079,Now
4080,get
4081,HR
4082,2603
4083,passed
4084,make
4085,sense
4086,laws
4087,DonaldJTrumpJr
4088,You
4089,think
4090,chance
4091,whatsoever
4092,mass
4093,shooters
4094,hateful
4095,Instagram
4096,YouTube
4097,channels
4098,would
4099,pulled
4100,immediately
4101,NRA
4102,members
4103,opposed
4104,liberal
4105,Vegan
4106,PETA
4107,activists
4108,Asking
4109,million
4110,friends
4111,NRA
4112,Photo
4113,Bomb
4114,News
4115,9
4116,'m
4117,voting
4118,joe_exotic
4119,Thank
4120,sirhttps
4121,Love
4122,guyshttps
4123,story_fbid=2487511011275222
4124,id=610688142290861
4125,Here
4126,ya
4127,go
4128,Do
4129,talk
4130,shit
4131,story_fbid=942878635880940
4132,id=100004764370656
4133,This
4134,man
4135,right
4136,going
4137,OUR
4138,Secretary
4139,Education
4140,trust
4141,Dr.
4142,580DrBeckham
4143,going
4144,fixthisshit
4145,right
4146,along
4147,get
4148,vote
4149,He
4150,Superintendent
4151,plan
4152,kick
4153,politics
4154,votethisguyouttoo
4155,honored
4156,respect
4157,people
4158,point
4159,put
4160,name
4161,signs
4162,protest
4163,shirts
4164,stand
4165,proud
4166,behind
4167,keep
4168,honored
4169,respect
4170,people
4171,point
4172,put
4173,name
4174,signs
4175,protest
4176,shirts
4177,stand
4178,proud
4179,behind
4180,keep
4181,honored
4182,respect
4183,people
4184,point
4185,put
4186,name
4187,signs
4188,protest
4189,shirts
4190,stand
4191,proud
4192,behind
4193,keep
4194,joe_exotic
4195,gubernatorial
4196,candidate
4197,supporting
4198,teachers
4199,Oklahoma
4200,Standing
4201,side
4202,side
4203,men
4204,women
4205,shape
4206,future
4207,Oklahoma
4208,world
4209,He
4210,candidate
4211,change
4212,Oklahoma
4213,fixthisshit
4214,You
4215,manhttps
4216,He
4217,dumb
4218,ass
4219,2
4220,days
4221,trust
4222,fucking
4223,person
4224,getting
4225,paid
4226,him.https
4227,Here
4228,link
4229,reference
4230,One
4231,Libertarian
4232,candidate
4233,Capitol
4234,supporting
4235,teachers
4236,His
4237,name
4238,joe_exotic
4239,Where
4240,two
4241,OklahomaTeachersWalkout
4242,Election2018
4243,fixthisshit
4244,Get
4245,talk
4246,teachers
4247,havehttps
4248,onehttps
4249,He
4250,makes
4251,lot
4252,assumptions
4253,The
4254,truth
4255,something
4256,wrong
4257,system
4258,know
4259,That
4260,huge
4261,turnout
4262,Joe
4263,able
4264,reach
4265,find
4266,common
4267,ground
4268,many
4269,people
4270,protesting
4271,Vote
4272,Libertarian
4273,We
4274,three
4275,candidates
4276,primary
4277,June
4278,joe_exotic
4279,okcspowell
4280,GovRexLawhorn
4281,'m
4282,main
4283,corner
4284,23rd
4285,n
4286,Lincoln
4287,Chad
4288,Williams
4289,posted
4290,something
4291,Facebook
4292,two
4293,days
4294,ago
4295,calling
4296,teachers
4297,liars
4298,saying
4299,exercise
4300,RIGHT
4301,protest
4302,joe_exotic
4303,Capitol
4304,supporting
4305,teachers
4306,Wasn
4307,able
4308,admit
4309,pretty
4310,ignorant
4311,strange
4312,ways
4313,conventions
4314,work
4315,Sounds
4316,pretty
4317,lame
4318,though
4319,Capitol
4320,supporting
4321,teachers
4322,students
4323,2.30
4324,till
4325,4.00
4326,free
4327,shirts
4328,stickers
4329,papers
4330,Count
4331,ithttps
4332,Let
4333,friends
4334,therehttps
4335,know
4336,middle
4337,nowhere
4338,Oklahoma
4339,know
4340,love
4341,'m
4342,people
4343,greathttps
4344,Did
4345,Facebook
4346,sell
4347,phone
4348,number
4349,middle
4350,east
4351,If
4352,gotten
4353,telemarketing
4354,calls
4355,3
4356,days
4357,last
4358,20
4359,years
4360,It
4361,house
4362,Vote
4363,outhttps
4364,Never
4365,give
4366,anything
4367,important
4368,whether
4369,something
4370,work
4371,something
4372,truth
4373,many
4374,miss
4375,persistence
4376,often
4377,key
4378,success
4379,luisfbruno
4380,TheHaraClub
4381,RaducioiuMarian
4382,PSMyFollows
4383,They
4384,reached
4385,animal
4386,rights
4387,group
4388,discredit
4389,stood
4390,So
4391,tweet
4392,shot
4393,like
4394,proud
4395,So
4396,much
4397,rights
4398,huh
4399,If
4400,seeing
4401,people
4402,like
4403,MaryFallin
4404,done
4405,state
4406,make
4407,want
4408,joe_exotic
4409,governor
4410,problem
4411,votejoeexotic
4412,Check
4413,joe_exotic
4414,protesting
4415,teachers
4416,today
4417,fixthisshit
4418,oklaedwalkout
4419,okleg
4420,oklaed
4421,oklahomawatch
4422,A
4423,respectful
4424,protest
4425,WHOA.https
4426,“
4427,Flunk
4428,mother
4429,frackers
4430,”
4431,hahaha
4432,2-for-1
4433,signhttps
4434,support
4435,teachers
4436,Behind
4437,wayhttps
4438,Yes
4439,Get
4440,pens
4441,TheLostOgle
4442,BINGO
4443,He
4444,coming
4445,If
4446,caught
4447,yesterday
4448,worth
4449,two
4450,squares
4451,okteacherwalkouthttps
4452,State
4453,Capital
