,0
2547,count
2548,Please
2549,help
2550,donate
2551,anything
2552,you
2553,can
2554,...
2555,http
2556,We
2557,should
2558,be
2559,able
2560,to
2561,finish
2562,the
2563,Primaries
2564,for
2565,this
2566,election
2567,with
2568,aprox
2569,$
2570,2000.00
2571,for
2572,marketing
2573,things
2574,The
2575,2
2576,biggest
2577,Parades
2578,in
2579,Oklahoma
2580,are
2581,just
2582,around
2583,the
2584,corner
2585,and
2586,we
2587,need
2588,to
2589,make
2590,it
2591,count
2592,Please
2593,help
2594,donate
2595,anything
2596,you
2597,can
2598,http
2599,It
2600,is
2601,sad
2602,our
2603,society
2604,has
2605,made
2606,it
2607,that
2608,our
2609,children
2610,are
2611,now
2612,our
2613,terrorists
2614,So
2615,some
2616,of
2617,the
2618,Rex
2619,supporters
2620,are
2621,crying
2622,he
2623,is
2624,behind
2625,I
2626,say
2627,we
2628,make
2629,them
2630,bawl
2631,We
2632,got
2633,enough
2634,followers
2635,to
2636,bust
2637,this
2638,shit
2639,Go
2640,votehttps
2641,What
2642,'s
2643,up
2644,with
2645,Instagram
2646,people
2647,troll
2648,your
2649,pictures
2650,but
2651,has
2652,their
2653,account
2654,locked
2655,?
2656,This
2657,morning
2658,now
2659,a
2660,great
2661,Grandpa
2662,to
2663,4
2664,new
2665,Oklahoma
2666,tax
2667,commission
2668,is
2669,so
2670,out
2671,of
2672,touch
2673,they
2674,just
2675,sent
2676,me
2677,a
2678,renewal
2679,registration
2680,on
2681,a
2682,boat
2683,I
2684,sold
2685,11
2686,years
2687,ago
2688,#
2689,fixthisshit
2690,So
2691,everyone
2692,can
2693,read
2694,the
2695,names
2696,of
2697,all
2698,the
2699,losers
2700,before
2701,picking
2702,Joe
2703,#
2704,voteforjoe2018
2705,I
2706,am
2707,now
2708,a
2709,Grandpa
2710,Let
2711,'s
2712,take
2713,these
2714,to
2715,the
2716,Mansion
2717,Vote
2718,Joe
2719,Do
2720,you
2721,realize
2722,we
2723,loose
2724,3
2725,acres
2726,of
2727,farm
2728,Land
2729,every
2730,minute
2731,to
2732,building
2733,houses
2734,and
2735,roads
2736,to
2737,over
2738,population
2739,http
2740,…
2741,Now
2742,we
2743,know
2744,why
2745,they
2746,like
2747,putting
2748,people
2749,in
2750,prison
2751,for
2752,non-violent
2753,crimes.http
2754,…
2755,This
2756,guy
2757,is
2758,an
2759,ass
2760,He
2761,is
2762,mad
2763,his
2764,Husband
2765,got
2766,kicked
2767,out
2768,of
2769,the
2770,University
2771,of
2772,Tulsa
2773,However
2774,I
2775,believe
2776,in
2777,the
2778,right
2779,to
2780,die
2781,when
2782,your
2783,quality
2784,of
2785,life
2786,is
2787,gone
2788,just
2789,like
2790,Oregon
2791,I
2792,know
2793,I
2794,do
2795,not
2796,want
2797,to
2798,be
2799,a
2800,veggie
2801,in
2802,a
2803,nursing
2804,home
2805,…
2806,50
2807,people
2808,go
2809,out
2810,this
2811,to
2812,rest
2813,please
2814,Vote
2815,exotichttps
2816,Amazing
2817,we
2818,can
2819,travel
2820,to
2821,the
2822,moon
2823,but
2824,ca
2825,n't
2826,watch
2827,satellite
2828,TV
2829,in
2830,the
2831,rain
2832,Joe
2833,go
2834,on
2835,Chapo
2836,Here
2837,is
2838,the
2839,sample
2840,ballot
2841,for
2842,June
2843,26
2844,#
2845,fixthisshit
2846,vote
2847,Joe
2848,All
2849,of
2850,you
2851,people
2852,that
2853,got
2854,rolling
2855,papers
2856,and
2857,shirts
2858,go
2859,vote
2860,and
2861,lets
2862,win
2863,this
2864,horse
2865,race.https
2866,You
2867,can
2868,vote
2869,again
2870,today
2871,…
2872,When
2873,you
2874,hate
2875,your
2876,job
2877,Remember
2878,there
2879,is
2880,someone
2881,out
2882,there
2883,that
2884,has
2885,to
2886,blur
2887,out
2888,private
2889,parts
2890,on
2891,Naked
2892,and
2893,Afraid
2894,That
2895,must
2896,suck
2897,.lol
2898,I
2899,have
2900,fun
2901,with
2902,Go
2903,read
2904,this
2905,and
2906,tell
2907,me
2908,its
2909,not
2910,the
2911,truth
2912,…
2913,Get
2914,everyone
2915,to
2916,vote
2917,…
2918,Now
2919,you
2920,need
2921,a
2922,governor
2923,that
2924,supports
2925,this
2926,ME
2927,…
2928,Shit
2929,guys
2930,you
2931,sure
2932,as
2933,hell
2934,are
2935,not
2936,going
2937,to
2938,let
2939,a
2940,bunch
2941,of
2942,tight
2943,ass
2944,politicians
2945,beat
2946,us
2947,in
2948,an
2949,online
2950,poll
2951,are
2952,you
2953,?
2954,Go
2955,Vote
2956,and
2957,lets
2958,take
2959,Oklahoma
2960,by
2961,stormhttps
2962,#
2963,winning
2964,Last
2965,poll
2966,before
2967,election
2968,Let
2969,'s
2970,#
2971,fixthisshit
2972,and
2973,show
2974,them
2975,we
2976,are
2977,sick
2978,of
2979,the
2980,way
2981,they
2982,run
2983,politicshttps
2984,Last
2985,poll
2986,before
2987,election
2988,Let
2989,'s
2990,#
2991,fixthisshit
2992,and
2993,show
2994,them
2995,how
2996,this
2997,election
2998,is
2999,going
3000,to
3001,happen
3002,Go
3003,Votehttps
3004,Happy
3005,mother
3006,'s
3007,day
3008,to
3009,you
3010,all
3011,moms
3012,May
3013,your
3014,day
3015,be
3016,blessed
3017,When
3018,a
3019,candidate
3020,uses
3021,the
3022,most
3023,honest
3024,hashtag
3025,possiblehttps
3026,…
3027,My
3028,take
3029,on
3030,Gov
3031,Fallins
3032,veto
3033,on
3034,Constitutional
3035,Carry
3036,…
3037,Here
3038,is
3039,a
3040,list
3041,of
3042,money
3043,people
3044,that
3045,have
3046,more
3047,power
3048,and
3049,say
3050,then
3051,you
3052,do
3053,about
3054,your
3055,own
3056,constitutional
3057,rights
3058,Now
3059,I
3060,'m
3061,interested
3062,in
3063,how
3064,you
3065,feel.http
3066,…
3067,#
3068,This
3069,right
3070,here
3071,shows
3072,you
3073,that
3074,you
3075,need
3076,a
3077,governor
3078,that
3079,votes
3080,for
3081,the
3082,people
3083,not
3084,themselves
3085,#
3086,fixthisshit
3087,#
3088,votejoeexotic
3089,http
3090,…
3091,Not
3092,for
3093,the
3094,GOP
3095,Here
3096,is
3097,an
3098,awesome
3099,interview
3100,to
3101,show
3102,you
3103,why
3104,you
3105,should
3106,vote
3107,for
3108,me.http
3109,…
3110,EVERYONE
3111,go
3112,find
3113,you
3114,somewhere
3115,that
3116,has
3117,the
3118,petition
3119,for
3120,SQ797
3121,to
3122,fully
3123,legalize
3124,marijuana
3125,and
3126,SQ796
3127,to
3128,put
3129,medical
3130,marijuana
3131,in
3132,the
3133,constitution
3134,so
3135,the
3136,politicians
3137,cant
3138,change
3139,it
3140,Lets
3141,#
3142,fixthisshit
3143,So
3144,are
3145,we
3146,all
3147,voting
3148,June
3149,26
3150,to
3151,#
3152,fixthisshit
3153,and
3154,yes
3155,SQ788
3156,?
3157,Thank
3158,God
3159,Oklahoma
3160,is
3161,in
3162,the
3163,middle
3164,of
3165,the
3166,U.S
3167,When
3168,the
3169,missiles
3170,start
3171,flying
3172,we
3173,got
3174,the
3175,best
3176,chance
3177,Then
3178,we
3179,can
3180,expand
3181,when
3182,the
3183,dust
3184,settles
3185,(
3186,Just
3187,a
3188,joke
3189,CNN
3190,is
3191,way
3192,to
3193,fucking
3194,up
3195,tight
3196,over
3197,all
3198,of
3199,this
3200,Nuclear
3201,shit
3202,with
3203,POTUS
3204,)
3205,The
3206,power
3207,of
3208,turning
3209,a
3210,beast
3211,into
3212,a
3213,lover
3214,If
3215,my
3216,tigers
3217,can
3218,love
3219,like
3220,this
3221,just
3222,think
3223,of
3224,what
3225,I
3226,can
3227,teach
3228,Oklahoma
3229,#
3230,Oklahoma
3231,is
3232,a
3233,Stand
3234,Your
3235,Own
3236,Ground
3237,State
3238,But
3239,do
3240,you
3241,trust
3242,the
3243,DA
3244,Judge
3245,and
3246,system
3247,to
3248,find
3249,you
3250,innocent
3251,if
3252,you
3253,stand
3254,your
3255,own
3256,ground
3257,and
3258,protect
3259,yourself
3260,I
3261,sure
3262,as
3263,fuck
3264,do
3265,n't
3266,#
3267,fixthisshithttp
3268,…
3269,We
3270,are
3271,on
3272,the
3273,home
3274,stretch
3275,of
3276,this
3277,Election
3278,to
3279,June
3280,26th
3281,and
3282,got
3283,some
3284,marketing
3285,to
3286,do
3287,$
3288,5.00
3289,or
3290,$
3291,10.00
3292,is
3293,worth
3294,having
3295,a
3296,voice
3297,and
3298,saving
3299,your
3300,rights
3301,Please
3302,donate
3303,at
3304,http
3305,Registered
3306,Oklahoma
3307,Libertarians
3308,vote
3309,for
3310,@
3311,joe_exotic
3312,on
3313,June
3314,26th
3315,#
3316,fixthisshit
3317,The
3318,way
3319,I
3320,read
3321,this
3322,is
3323,fuck
3324,the
3325,elderly
3326,and
3327,disabled
3328,and
3329,give
3330,a
3331,bonus
3332,to
3333,breed
3334,more
3335,people
3336,OMG
3337,#
3338,fixthisshithttp
3339,…
3340,Who
3341,the
3342,hell
3343,needs
3344,taxpayer
3345,security
3346,when
3347,you
3348,have
3349,this
3350,walking
3351,next
3352,to
3353,you
3354,?
3355,(
3356,One
3357,of
3358,my
3359,Tigers
3360,Paw
3361,)
3362,Its
3363,about
3364,being
3365,real
3366,I
3367,'ve
3368,seen
3369,the
3370,corruption
3371,first
3372,handhttps
3373,…
3374,And
3375,resold.https
3376,…
3377,Should
3378,Oklahoma
3379,legalize
3380,marijuana
3381,for
3382,medical
3383,and
3384,recreational
3385,before
3386,all
3387,the
3388,other
3389,States
3390,do
3391,?
3392,This
3393,is
3394,how
3395,Oklahoma
3396,treats
3397,small
3398,businesses
3399,Go
3400,read
3401,this
3402,@
3403,joe_exotic
3404,is
3405,crushing
3406,today
3407,'s
3408,gubernatorial
3409,Forum
3410,#
3411,GoJoeExotic
3412,3
3413,Yes
3414,Thank
3415,you
3416,so
3417,muchhttps
3418,…
3419,How
3420,much
3421,does
3422,the
3423,USDA
3424,APHIS
3425,cost
3426,the
3427,taxpayers
3428,in
3429,just
3430,FOIA's
3431,#
3432,fixthisshit
3433,…
3434,?
3435,story_fbid=1782258125166687
3436,id=506410132751499
3437,…
3438,How
3439,much
3440,does
3441,the
3442,USDA
3443,APHIS
3444,cost
3445,the
3446,taxpayers
3447,in
3448,just
3449,FOIA's
3450,#
3451,fixthisshit
3452,…
3453,?
3454,story_fbid=2116042095090266
3455,id=580813935279764
3456,…
3457,How
3458,much
3459,does
3460,the
3461,USDA
3462,APHIS
3463,cost
3464,the
3465,taxpayers
3466,in
3467,just
3468,FOIA's
3469,#
3470,fixthisshit
3471,…
3472,…
3473,Yes
3474,...
3475,Thank
3476,youhttps
3477,…
3478,If
3479,you
3480,have
3481,never
3482,registered
3483,to
3484,vote
3485,let
3486,me
3487,know
3488,Last
3489,day
3490,is
3491,June
3492,1
3493,I
3494,'ll
3495,send
3496,you
3497,a
3498,packet
3499,I
3500,have
3501,the
3502,young
3503,vote
3504,Too
3505,Anyone
3506,need
3507,a
3508,job
3509,?
3510,The
3511,zoo
3512,needs
3513,a
3514,photographer
3515,Place
3516,to
3517,stay
3518,all
3519,bills
3520,paid
3521,water
3522,cable
3523,elec
3524,300.00
3525,wk
3526,in
3527,your
3528,pocket
3529,DM
3530,me
3531,for
3532,info
3533,We
3534,need
3535,some
3536,places
3537,to
3538,hold
3539,more
3540,debates
3541,before
3542,June
3543,26th
3544,the
3545,people
3546,deserve
3547,to
3548,ask
3549,questions
3550,And
3551,confront
3552,the
3553,policies
3554,So
3555,is
3556,it
3557,the
3558,Rich
3559,Candidates
3560,only
3561,say
3562,what
3563,they
3564,think
3565,you
3566,want
3567,to
3568,hear
3569,depending
3570,on
3571,the
3572,crowd
3573,?
3574,At
3575,the
3576,last
3577,debate
3578,Todd
3579,Lamb
3580,was
3581,all
3582,about
3583,corporate
3584,jobs
3585,big
3586,business
3587,until
3588,I
3589,put
3590,out
3591,the
3592,last
3593,video
3594,now
3595,on
3596,the
3597,news
3598,him
3599,and
3600,@
3601,DonaldJTrumpJr
3602,claim
3603,sm
3604,business
3605,is
3606,what
3607,holds
3608,OK
3609,together
3610,Animals
3611,and
3612,people
3613,all
3614,safe
3615,Bit
3616,of
3617,water
3618,in
3619,the
3620,house
3621,…
3622,The
3623,water
3624,coming
3625,in
3626,your
3627,new
3628,governors
3629,mansion
3630,Is
3631,this
3632,life
3633,or
3634,what
3635,?
3636,Still
3637,would
3638,n't
3639,change
3640,it
3641,for
3642,nothing
3643,Honest
3644,Hang
3645,on
3646,to
3647,your
3648,ass
3649,Eleanor
3650,the
3651,storms
3652,are
3653,here
3654,I
3655,say
3656,make
3657,lobbyist
3658,illegal
3659,all
3660,together
3661,keep
3662,politicians
3663,more
3664,honest.https
3665,?
3666,utm_campaign=coschedule
3667,utm_source=twitter
3668,utm_medium=nondocmedia
3669,utm_content=Cool
3670,%
3671,20it
3672,%
3673,20Ethics
3674,%
3675,20Commission
3676,%
3677,20Legislature
3678,%
3679,20clash
3680,%
3681,20over
3682,%
3683,20rules
3684,…
3685,So
3686,the
3687,Tulsa
3688,World
3689,says
3690,the
3691,one
3692,with
3693,the
3694,most
3695,money
3696,wins
3697,an
3698,election
3699,Todd
3700,Lamb
3701,and
3702,Stitt
3703,are
3704,the
3705,millionaires
3706,with
3707,the
3708,most
3709,to
3710,gain
3711,wins
3712,I
3713,say
3714,the
3715,people
3716,are
3717,sick
3718,of
3719,rich
3720,people
3721,running
3722,our
3723,lives
3724,so
3725,can
3726,we
3727,win
3728,this
3729,by
3730,just
3731,being
3732,honest
3733,?
3734,http
3735,if
3736,you
3737,want
3738,to
3739,$
3740,Lil
3741,who
3742,said
3743,women
3744,?
3745,If
3746,I
3747,wanted
3748,to
3749,sell
3750,my
3751,shit
3752,why
3753,cant
3754,i
3755,?
3756,…
3757,#
3758,joeforgov
3759,#
3760,mymanhttps
3761,…
3762,I
3763,have
3764,said
3765,they
3766,are
3767,all
3768,crooks
3769,and
3770,we
3771,need
3772,someone
3773,to
3774,hold
3775,them
3776,accountable
3777,Here
3778,is
3779,more
3780,missing
3781,money
3782,we
3783,could
3784,have
3785,done
3786,more
3787,for
3788,education
3789,and
3790,mental
3791,health
3792,#
3793,fixthisshit
3794,#
3795,votejoeexotic
3796,http
3797,?
3798,story=38081928
3799,catId=112042
3800,…
3801,Should
3802,prostitution
3803,be
3804,legal
3805,?
3806,It
3807,'s
3808,your
3809,body
3810,you
3811,own
3812,it
3813,20
3814,dollars
3815,is
3816,20
3817,dollars
3818,Lol
3819,#
3820,fixthisshit
3821,#
3822,votejoeexotichttps
3823,…
3824,Thank
3825,you
3826,Let
3827,'s
3828,keep
3829,it
3830,real
3831,for
3832,the
3833,people
3834,…
3835,Just
3836,about
3837,all
3838,of
3839,them
3840,are
3841,snakes
3842,they
3843,dont
3844,give
3845,a
3846,shit
3847,about
3848,us
3849,…
3850,Let
3851,'s
3852,bitch
3853,about
3854,the
3855,real
3856,problems
3857,in
3858,this
3859,State
3860,during
3861,this
3862,race
3863,not
3864,just
3865,the
3866,rich
3867,problems
3868,…
3869,…
3870,Let
3871,'s
3872,bitch
3873,about
3874,the
3875,real
3876,problems
3877,in
3878,this
3879,State
3880,during
3881,this
3882,race
3883,not
3884,just
3885,the
3886,rich
3887,problems
3888,…
3889,?
3890,story_fbid=2111107295583746
3891,id=580813935279764
3892,…
3893,Let
3894,'s
3895,bitch
3896,about
3897,the
3898,real
3899,problems
3900,in
3901,this
3902,State
3903,during
3904,this
3905,race
3906,not
3907,just
3908,the
3909,rich
3910,problems
3911,…
3912,?
3913,story_fbid=1778221032237063
3914,id=506410132751499
3915,…
3916,Here
3917,me
3918,bitch
3919,…
3920,ROTFLMAOhttps
3921,…
3922,Such
3923,disrespecthttps
3924,…
3925,I
3926,think
3927,he
3928,got
3929,raped
3930,by
3931,a
3932,toll
3933,booth
3934,at
3935,some
3936,point
3937,that
3938,is
3939,all
3940,he
3941,ever
3942,bitches
3943,about
3944,in
3945,a
3946,debate
3947,…
3948,What
3949,a
3950,PRICK
3951,And
3952,this
3953,is
3954,how
3955,he
3956,would
3957,respect
3958,you
3959,and
3960,your
3961,family
3962,just
3963,to
3964,gain
3965,something
3966,for
3967,him
3968,if
3969,he
3970,were
3971,to
3972,win
3973,which
3974,he
3975,will
3976,not
3977,#
3978,fixthisshit
3979,#
3980,dontvotegaryrichardsonhttp
3981,…
3982,@
3983,joe_exotic
3984,was
3985,at
3986,the
3987,Capitol
3988,protesting
3989,WITH
3990,the
3991,teachers
3992,He
3993,'s
3994,the
3995,only
3996,gubernatorial
3997,candidate
3998,from
3999,any
4000,party
4001,I
4002,saw
4003,there
4004,Oklahoma
4005,needs
4006,a
4007,Governor
4008,that
4009,can
4010,be
4011,compassionate
4012,with
4013,everyone
4014,and
4015,everything
4016,instead
4017,of
4018,what
4019,benefits
4020,him/her
4021,only
4022,Its
4023,the
4024,only
4025,way
4026,to
4027,get
4028,Oklahoma
4029,people
4030,back
4031,on
4032,their
4033,no
4034,one
4035,else
4036,took
4037,the
4038,time
4039,to
4040,be
4041,real
4042,some
4043,sent
4044,their
4045,aids
4046,to
4047,do
4048,it
4049,for
4050,themhttps
4051,…
4052,@
4053,iamjohnoliver
4054,incidentally
4055,@
4056,joe_exotic
4057,is
4058,the
4059,only
4060,non
4061,#
4062,Democrat
4063,gubernatorial
4064,candidate
4065,in
4066,#
4067,oklahoma
4068,who
4069,has
4070,been
4071,explicitly
4072,and
4073,unconditionally
4074,pro
4075,#
4076,oked
4077,@
4078,iamjohnoliver
4079,thought
4080,you
4081,might
4082,be
4083,interested
4084,given
4085,you
4086,did
4087,a
4088,piece
4089,on
4090,@
4091,LastWeekTonight
4092,about
4093,him
4094,...
4095,@
4096,joe_exotic
4097,is
4098,now
4099,running
4100,for
4101,governor
4102,here
4103,on
4104,#
4105,oklahoma
4106,First
4107,Oklahoma
4108,gubernatorial
4109,candidate
4110,to
4111,release
4112,a
4113,kissing
4114,photo
4115,in
4116,#
4117,election2018
4118,?
4119,I
4120,haven
4121,’
4122,t
4123,been
4124,keeping
4125,up
4126,but
4127,it
4128,’
4129,s
4130,steamier
4131,than
4132,most
4133,of
4134,the
4135,spouse
4136,shots
4137,I
4138,’
4139,ve
4140,seen
4141,so
4142,far.https
4143,…
4144,And
4145,a
4146,few
4147,more
4148,@
4149,BeverlyBallew
4150,*I
4151,’
4152,ve
4153,knownfor
4154,40+
4155,years
4156,Can
4157,we
4158,get
4159,her
4160,some
4161,followers
4162,?
4163,@
4164,beautifulloozer
4165,@
4166,gentlemindmom
4167,@
4168,lisa_jocko
4169,@
4170,Stand4Animals1
4171,@
4172,Moon_Rafiq_90
4173,@
4174,And_R_Chelsea
4175,@
4176,kamakuraotko
4177,@
4178,katkel_sc
4179,And
4180,everyone
4181,needs
4182,some
4183,@
4184,joe_exotic
4185,in
4186,their
4187,lives
4188,Someone
4189,tell
4190,this
4191,guy
4192,I
4193,'m
4194,not
4195,the
4196,Thank
4197,you
4198,sir
4199,…
4200,How
4201,fun
4202,Thanks
4203,for
4204,cominghttps
4205,…
4206,Awesome
4207,love
4208,yahttps
4209,…
4210,If
4211,you
4212,ever
4213,saw
4214,a
4215,paid
4216,crowd
4217,to
4218,clap
4219,and
4220,attend
4221,in
4222,person
4223,and
4224,online
4225,it
4226,was
4227,there
4228,last
4229,night
4230,right
4231,along
4232,with
4233,the
4234,dozen
4235,or
4236,so
4237,body
4238,guards
4239,Dog
4240,and
4241,pony
4242,show
4243,it
4244,was
4245,From
4246,all
4247,the
4248,debates
4249,and
4250,Forums
4251,I
4252,have
4253,been
4254,in
4255,they
4256,will
4257,never
4258,get
4259,it
4260,will
4261,they
4262,Tax
4263,Tax
4264,give
4265,breaks
4266,to
4267,the
4268,big
4269,guys
4270,Let
4271,'s
4272,fight
4273,for
4274,the
4275,real
4276,problems
4277,in
4278,the
4279,whole
4280,State
4281,you
4282,me
4283,and
4284,the
4285,people
4286,out
4287,here
4288,that
4289,need
4290,help
4291,and
4292,the
4293,education
4294,real
4295,people
4296,need
4297,to
4298,excel
4299,not
4300,what
4301,they
4302,need
4303,Thank
4304,you
4305,mam
4306,…
4307,All
4308,they
4309,care
4310,about
4311,is
4312,corporate
4313,jobs
4314,they
4315,will
4316,never
4317,understand
4318,the
4319,underlying
4320,problem
4321,out
4322,here
4323,in
4324,the
4325,rest
4326,of
4327,Oklahoma
4328,where
4329,people
4330,really
4331,live
4332,and
4333,pay
4334,bills
4335,let
4336,'s
4337,just
4338,raise
4339,taxes
4340,is
4341,their
4342,answer
4343,to
4344,every
4345,problem
4346,#
4347,FixThisShit
4348,Thank
4349,you
4350,for
4351,having
4352,mehttps
4353,…
4354,Awesome
4355,debate
4356,Thanks
4357,for
4358,the
4359,support
4360,I
4361,love
4362,the
4363,people
4364,of
4365,Oklahoma
4366,so
4367,let
4368,'s
4369,#
4370,fixthisshit
4371,Me
4372,and
4373,I
4374,do
4375,n't
4376,need
4377,a
4378,tax
4379,payer
4380,one.https
4381,…
4382,A
4383,few
4384,pics
4385,from
4386,tonight
4387,'s
4388,@
4389,FOIoklahoma
4390,gubernatorial
4391,debate
4392,It
4393,gets
4394,underway
4395,at
4396,5
4397,pm
4398,#
4399,FOIOKdebate
4400,#
4401,–
4402,at
4403,Nigh
4404,University
4405,Center
4406,#
4407,FOIOKDebate
4408,as
4409,end
4410,nears
4411,I
4412,’
4413,m
4414,calling
4415,@
4416,joe_exotic
4417,the
4418,winner
4419,of
4420,most
4421,laugh
4422,lines
4423,including
4424,“
4425,I
4426,’
4427,ve
4428,got
4429,the
4430,long
4431,hair
4432,but
4433,I
4434,don
4435,’
4436,t
4437,smoke
4438,pot
4439,”
4440,and
4441,calling
4442,city
4443,council
4444,members
4445,“
4446,baby
4447,politicians
4448,”
4449,Tonight
4450,you
4451,can
4452,ask
4453,questions
4454,via
4455,Twitter
4456,and
4457,facebook
4458,during
4459,the
4460,debate
4461,at
4462,5pm
4463,Live
4464,stream
4465,http
4466,@
4467,FOIoklahoma
4468,Oklahoma
4469,Governor
4470,Joe
4471,Exotic
4472,Picnics
4473,with
4474,Striped
4475,Horse.https
4476,…
4477,When
4478,love
4479,and
4480,respect
4481,works
4482,both
4483,ways
4484,Let
4485,'s
4486,Make
4487,Oklahoma
4488,Awesome
4489,again
4490,#
4491,Come
4492,See
4493,Me
4494,Tonight
4495,A
4496,real
4497,debate
4498,with
4499,real
4500,questions
4501,for
4502,once
4503,FOI-OK
4504,’
4505,s
4506,Gubernatorial
4507,Debate
4508,on
4509,Open
4510,Government
4511,The
4512,First
4513,Amendment
4514,5-7
4515,p.m.
4516,Saturday
4517,April
4518,28
4519,Constitution
4520,Hall
4521,Nigh
4522,University
4523,Center
4524,University
4525,of
4526,Central
4527,Oklahoma
4528,100
4529,N.
4530,University
4531,Dr.
4532,Edmond
4533,OK
4534,73034
4535,Again
4536,it
4537,'s
4538,all
4539,about
4540,Lobbyist
4541,and
4542,Lawyers
4543,They
4544,all
4545,should
4546,be
4547,banned
4548,from
4549,holding
4550,a
4551,political
4552,office
4553,Its
4554,all
4555,about
4556,moneyhttps
4557,…
4558,Thank
4559,you
4560,Sir
4561,…
4562,Only
4563,in
4564,Oklahomahttp
4565,?
4566,refresh
4567,…
4568,Heading
4569,home
4570,from
4571,TX
4572,with
4573,the
4574,new
4575,kid
4576,Bug
4577,debate
4578,Saturday
4579,night
4580,at
4581,UCO
4582,See
4583,ya
4584,Hello
4585,Oklahoma
4586,?
4587,…
4588,Our
4589,current
4590,politicians
4591,All
4592,You
4593,would
4594,think
4595,they
4596,would
4597,be
4598,wanting
4599,votes
4600,not
4601,dividing
4602,this
4603,State
4604,more
4605,during
4606,an
4607,election
4608,#
4609,fixthisshit
4610,…
4611,800
4612,mil
4613,under
4614,budget
4615,and
4616,this
4617,is
4618,what
4619,they
4620,waste
4621,their
4622,time
4623,onhttps
4624,…
4625,Love
4626,you
4627,Meganhttps
4628,…
4629,I
4630,got
4631,your
4632,backhttps
4633,…
4634,Bet
4635,on
4636,it
4637,…
4638,Joe
4639,Exotic
4640,apparently
4641,oblivious
4642,to
4643,Kevin
4644,Stitt
4645,’
4646,s
4647,OSU
4648,gang
4649,I
4650,love
4651,Count
4652,on
4653,ithttps
4654,…
4655,But
4656,you
4657,cant
4658,own
4659,a
4660,pitbullhttp
4661,…
4662,We
4663,will
4664,be
4665,heard.https
4666,…
4667,I
4668,can
4669,not
4670,thank
4671,you
4672,all
4673,enough
4674,for
4675,the
4676,overwhelming
4677,support
4678,I
4679,will
4680,not
4681,let
4682,you
4683,Stillwater
4684,will
4685,be
4686,blessed
4687,on
4688,this
4689,dayhttps
4690,…
4691,I
4692,know
4693,where
4694,I
4695,’
4696,m
4697,gon
4698,na
4699,be
4700,at
4701,5:30
4702,…
4703,The
4704,Hollywood
4705,Weekly
4706,Magazine
4707,Just
4708,Came
4709,Out
4710,!
4711,!
4712,!
4713,!
4714,Be
4715,there
4716,or
4717,be
4718,square
4719,!
4720,!
4721,#
4722,fixthisshithttps
4723,…
4724,OSU
4725,People
4726,I
4727,will
4728,be
4729,in
4730,Stillwater
4731,Tonight
4732,from
4733,5.30
4734,to
4735,7.30
4736,at
4737,the
4738,OSU
4739,Student
4740,Union
4741,Theater
4742,203
4743,for
4744,a
4745,form
4746,Come
4747,get
4748,your
4749,yard
4750,signs
4751,and
4752,rolling
4753,papers
4754,and
4755,listen
4756,to
4757,the
4758,form
4759,and
4760,lets
4761,#
4762,fixthisshit
4763,Will
4764,have
4765,video
4766,tomorrow
4767,up.https
4768,…
4769,Seth
4770,will
4771,provide
4772,free
4773,hats
4774,…
4775,Seth
4776,will
4777,provide
4778,free
4779,hats
4780,Lol
4781,…
4782,Purcell
4783,Is
4784,that
4785,@
4786,CalebGotKicks
4787,I
4788,see
4789,Cool
4790,Thank
4791,you
4792,My
4793,OU
4794,crew
4795,#
4796,OU
4797,says
4798,vote
4799,Joe
4800,Exotic
4801,#
4802,Yeshttps
4803,…
4804,OU
4805,supporters
4806,be
4807,sure
4808,and
4809,come
4810,get
4811,your
4812,yard
4813,signs
4814,tonight
4815,at
4816,the
4817,debate
4818,in
4819,Norman
4820,at
4821,the
4822,student
4823,union
4824,from
4825,7pm
4826,9pm
4827,Headed
4828,to
4829,Fox
4830,26
4831,to
4832,interview
4833,with
4834,the
4835,one
4836,and
4837,only
4838,@
4839,philsnews
4840,So
4841,after
4842,all
4843,of
4844,the
4845,effort
4846,we
4847,still
4848,did
4849,not
4850,get
4851,5
4852,day
4853,school
4854,days
4855,classroom
4856,supplies
4857,but
4858,the
4859,DOC
4860,got
4861,the
4862,1/2
4863,Billion
4864,165
4865,mil
4866,for
4867,Dept
4868,of
4869,Trans
4870,#
4871,fixthisshit
4872,Still
4873,waiting
4874,to
4875,see
4876,if
4877,this
4878,passes
4879,TONIGHT
4880,you
4881,can
4882,pick
4883,up
4884,your
4885,yard
4886,signs
4887,at
4888,this
4889,location
4890,before
4891,or
4892,after
4893,the
4894,debate
4895,7pm
4896,Scholars
4897,Room
4898,Memorial
4899,Union
4900,Come
4901,let
4902,your
4903,voice
4904,be
4905,heard
4906,See
4907,ya
4908,So
4909,the
4910,USDA
4911,spends
4912,5mil
4913,to
4914,buy
4915,the
4916,land
4917,built
4918,this
4919,building
4920,in
4921,Paul
4922,'s
4923,valley
4924,OK
4925,uses
4926,it
4927,for
4928,6mo
4929,Now
4930,empty
4931,for
4932,sale
4933,Why
4934,not
4935,make
4936,it
4937,into
4938,a
4939,free
4940,drug
4941,and
4942,birth
4943,cntr
4944,clinic
4945,and
4946,help
4947,Did
4948,you
4949,know
4950,in
4951,Oklahoma
4952,in
4953,just
4954,one
4955,prison
4956,we
4957,have
4958,a
4959,man
4960,convicted
4961,in
4962,2008
4963,of
